id,status,total,created_at,customer_name
15941,CONFIRMED,104,2025-12-15T00:00:00,Grace
15942,CONFIRMED,7749,2025-08-08T00:00:00,Jack
15943,CANCELLED,2718,2025-04-08T00:00:00,Henry
15944,CONFIRMED,9198,2025-03-09T00:00:00,Frank
15945,CANCELLED,9923,2025-04-15T00:00:00,Alice
15946,CONFIRMED,8493,2025-09-10T00:00:00,Jack
15947,DRAFT,1156,2025-04-01T00:00:00,Iris
15948,CANCELLED,2896,2025-02-12T00:00:00,Carol
15949,SHIPPED,3569,2025-06-11T00:00:00,Iris
15950,CONFIRMED,7126,2025-09-02T00:00:00,Bob
15951,DRAFT,6379,2025-03-29T00:00:00,Carol
15952,SHIPPED,1683,2025-11-08T00:00:00,Dave
15953,CONFIRMED,6879,2025-03-08T00:00:00,Iris
15954,SHIPPED,4771,2025-04-28T00:00:00,Henry
15955,SHIPPED,8875,2025-04-05T00:00:00,Iris
15956,CONFIRMED,1637,2025-03-27T00:00:00,Frank
15957,SHIPPED,2183,2025-01-30T00:00:00,Alice
15958,CONFIRMED,3060,2025-01-24T00:00:00,Jack
15959,CANCELLED,8871,2025-03-22T00:00:00,Iris
15960,SHIPPED,1938,2025-03-20T00:00:00,Eve
15961,CONFIRMED,6519,2025-12-04T00:00:00,Grace
15962,CONFIRMED,7652,2025-09-20T00:00:00,Dave
15963,DRAFT,1607,2025-09-08T00:00:00,Carol
15964,CONFIRMED,4376,2025-01-26T00:00:00,Jack
15965,SHIPPED,7801,2025-06-29T00:00:00,Bob
15966,CONFIRMED,6823,2025-12-16T00:00:00,Iris
15967,CANCELLED,4234,2025-09-29T00:00:00,Bob
15968,CONFIRMED,1676,2026-01-01T00:00:00,Jack
15969,SHIPPED,8114,2025-10-16T00:00:00,Jack
15970,SHIPPED,1642,2025-10-12T00:00:00,Eve
15971,SHIPPED,1128,2025-11-16T00:00:00,Carol
15972,DRAFT,4463,2025-11-15T00:00:00,Grace
15973,CONFIRMED,8412,2025-06-22T00:00:00,Bob
15974,CANCELLED,4308,2025-01-21T00:00:00,Frank
15975,CANCELLED,8850,2025-05-29T00:00:00,Frank
15976,SHIPPED,9544,2025-04-20T00:00:00,Eve
15977,DRAFT,1635,2025-01-25T00:00:00,Henry
15978,CONFIRMED,2870,2025-10-08T00:00:00,Henry
15979,SHIPPED,9977,2025-11-13T00:00:00,Henry
15980,CONFIRMED,5575,2025-08-30T00:00:00,Frank
15981,DRAFT,2872,2025-06-22T00:00:00,Jack
15982,CONFIRMED,1937,2025-12-05T00:00:00,Carol
15983,SHIPPED,3035,2025-09-01T00:00:00,Carol
15984,CONFIRMED,4686,2025-12-13T00:00:00,Jack
15985,SHIPPED,5168,2025-11-17T00:00:00,Alice
15986,CONFIRMED,228,2025-08-20T00:00:00,Jack
15987,CONFIRMED,2181,2025-06-19T00:00:00,Eve
15988,SHIPPED,7700,2025-08-14T00:00:00,Carol
15989,CONFIRMED,6156,2025-08-15T00:00:00,Henry
15990,CONFIRMED,9242,2025-01-06T00:00:00,Henry
15991,CONFIRMED,1328,2025-07-28T00:00:00,Dave
15992,CONFIRMED,6574,2025-08-07T00:00:00,Carol
15993,CONFIRMED,7920,2025-11-15T00:00:00,Eve
15994,DRAFT,9485,2025-01-20T00:00:00,Henry
15995,CONFIRMED,2241,2025-03-28T00:00:00,Jack
15996,CANCELLED,1834,2025-09-13T00:00:00,Grace
15997,CONFIRMED,256,2025-04-22T00:00:00,Grace
15998,DRAFT,5840,2025-06-05T00:00:00,Eve
15999,DRAFT,2996,2025-11-01T00:00:00,Bob
16000,CANCELLED,5942,2025-07-15T00:00:00,Frank
16001,DRAFT,5333,2025-09-25T00:00:00,Eve
16002,CONFIRMED,1172,2025-11-24T00:00:00,Eve
16003,CONFIRMED,2087,2025-10-03T00:00:00,Dave
16004,SHIPPED,6588,2025-01-18T00:00:00,Carol
16005,CONFIRMED,9731,2025-04-30T00:00:00,Frank
16006,CANCELLED,1353,2025-12-06T00:00:00,Henry
16007,SHIPPED,8383,2025-11-21T00:00:00,Grace
16008,CONFIRMED,3985,2025-10-04T00:00:00,Alice
16009,CONFIRMED,4158,2025-07-20T00:00:00,Alice
16010,CONFIRMED,4316,2025-04-28T00:00:00,Frank
16011,SHIPPED,1728,2025-09-07T00:00:00,Frank
16012,SHIPPED,1327,2025-08-13T00:00:00,Carol
16013,CONFIRMED,1082,2025-01-18T00:00:00,Iris
16014,SHIPPED,4315,2025-06-17T00:00:00,Grace
16015,CONFIRMED,1261,2025-05-09T00:00:00,Henry
16016,SHIPPED,6515,2025-02-23T00:00:00,Carol
16017,CONFIRMED,831,2025-09-28T00:00:00,Iris
16018,SHIPPED,9929,2025-09-07T00:00:00,Frank
16019,CANCELLED,8294,2025-06-13T00:00:00,Dave
16020,SHIPPED,9683,2025-11-04T00:00:00,Henry
16021,CANCELLED,8390,2025-02-11T00:00:00,Grace
16022,SHIPPED,8447,2025-11-22T00:00:00,Alice
16023,SHIPPED,5417,2025-02-09T00:00:00,Bob
16024,CONFIRMED,8322,2025-10-11T00:00:00,Henry
16025,CONFIRMED,4970,2025-12-28T00:00:00,Henry
16026,CONFIRMED,2970,2025-02-12T00:00:00,Henry
16027,SHIPPED,8347,2025-06-15T00:00:00,Eve
16028,CONFIRMED,4682,2025-09-02T00:00:00,Henry
16029,DRAFT,659,2025-09-24T00:00:00,Frank
16030,SHIPPED,9055,2025-09-17T00:00:00,Dave
16031,CONFIRMED,6125,2025-08-01T00:00:00,Eve
16032,SHIPPED,3805,2025-03-27T00:00:00,Henry
16033,SHIPPED,5059,2025-02-12T00:00:00,Bob
16034,SHIPPED,5281,2025-08-07T00:00:00,Frank
16035,CONFIRMED,7447,2025-01-27T00:00:00,Bob
16036,CANCELLED,5650,2025-07-16T00:00:00,Carol
16037,CONFIRMED,9258,2025-10-03T00:00:00,Bob
16038,CONFIRMED,6030,2025-03-06T00:00:00,Henry
16039,CANCELLED,9641,2025-03-18T00:00:00,Alice
16040,DRAFT,5346,2025-05-11T00:00:00,Grace
16041,CONFIRMED,1680,2025-08-05T00:00:00,Eve
16042,CANCELLED,6712,2025-01-21T00:00:00,Grace
16043,CANCELLED,6593,2025-11-21T00:00:00,Eve
16044,CONFIRMED,3302,2025-03-24T00:00:00,Dave
16045,CONFIRMED,5399,2025-12-22T00:00:00,Iris
16046,CONFIRMED,8541,2025-04-14T00:00:00,Dave
16047,CONFIRMED,1466,2025-05-15T00:00:00,Jack
16048,CONFIRMED,2544,2025-07-03T00:00:00,Eve
16049,CONFIRMED,9479,2025-12-18T00:00:00,Carol
16050,CONFIRMED,2858,2025-01-05T00:00:00,Grace
16051,CONFIRMED,5283,2025-04-17T00:00:00,Eve
16052,CONFIRMED,7357,2025-12-24T00:00:00,Bob
16053,DRAFT,358,2025-01-11T00:00:00,Carol
16054,SHIPPED,1360,2025-01-01T00:00:00,Alice
16055,DRAFT,2759,2025-08-03T00:00:00,Grace
16056,CONFIRMED,1485,2025-08-27T00:00:00,Iris
16057,DRAFT,8389,2025-07-27T00:00:00,Eve
16058,CONFIRMED,9518,2025-02-05T00:00:00,Grace
16059,CANCELLED,2363,2025-09-11T00:00:00,Henry
16060,SHIPPED,5673,2025-01-02T00:00:00,Carol
16061,SHIPPED,9986,2025-06-01T00:00:00,Carol
16062,CONFIRMED,1403,2025-03-20T00:00:00,Carol
16063,SHIPPED,9412,2025-03-01T00:00:00,Frank
16064,CANCELLED,6046,2025-04-14T00:00:00,Henry
16065,CONFIRMED,9602,2025-03-22T00:00:00,Henry
16066,DRAFT,9714,2025-08-26T00:00:00,Grace
16067,SHIPPED,1914,2025-07-12T00:00:00,Carol
16068,CONFIRMED,9939,2025-04-08T00:00:00,Dave
16069,CONFIRMED,1802,2025-12-09T00:00:00,Alice
16070,SHIPPED,7782,2025-12-16T00:00:00,Alice
16071,CONFIRMED,7562,2025-05-31T00:00:00,Eve
16072,CONFIRMED,8844,2025-04-24T00:00:00,Eve
16073,CANCELLED,6158,2025-05-16T00:00:00,Jack
16074,CONFIRMED,5309,2025-01-05T00:00:00,Henry
16075,CONFIRMED,3322,2025-02-18T00:00:00,Carol
16076,CANCELLED,3657,2025-03-01T00:00:00,Frank
16077,SHIPPED,3717,2025-05-20T00:00:00,Jack
16078,CONFIRMED,2845,2025-02-22T00:00:00,Henry
16079,CONFIRMED,498,2025-11-23T00:00:00,Dave
16080,CONFIRMED,1723,2025-06-02T00:00:00,Bob
16081,CONFIRMED,9203,2025-07-29T00:00:00,Grace
16082,CONFIRMED,9474,2025-10-14T00:00:00,Carol
16083,CANCELLED,3116,2025-11-09T00:00:00,Henry
16084,SHIPPED,3166,2025-11-28T00:00:00,Carol
16085,CONFIRMED,6450,2025-01-17T00:00:00,Carol
16086,SHIPPED,4759,2025-12-23T00:00:00,Jack
16087,CANCELLED,6778,2025-04-21T00:00:00,Frank
16088,CONFIRMED,5839,2025-12-02T00:00:00,Alice
16089,DRAFT,1097,2025-12-03T00:00:00,Jack
16090,SHIPPED,9295,2025-02-11T00:00:00,Eve
16091,CANCELLED,9710,2025-10-29T00:00:00,Frank
16092,CONFIRMED,3144,2025-06-22T00:00:00,Jack
16093,CONFIRMED,133,2025-02-12T00:00:00,Jack
16094,CONFIRMED,4459,2025-10-19T00:00:00,Henry
16095,DRAFT,4760,2025-05-12T00:00:00,Frank
16096,SHIPPED,9634,2025-10-18T00:00:00,Bob
16097,CONFIRMED,2431,2025-02-06T00:00:00,Alice
16098,CONFIRMED,3365,2025-09-16T00:00:00,Iris
16099,SHIPPED,36,2025-11-20T00:00:00,Henry
16100,DRAFT,7047,2025-01-12T00:00:00,Eve
16101,CANCELLED,1102,2025-03-14T00:00:00,Bob
16102,SHIPPED,110,2025-01-18T00:00:00,Eve
16103,CONFIRMED,7958,2025-11-08T00:00:00,Henry
16104,CONFIRMED,1334,2025-01-21T00:00:00,Alice
16105,CONFIRMED,9041,2025-08-09T00:00:00,Frank
16106,CONFIRMED,5696,2025-12-13T00:00:00,Frank
16107,SHIPPED,8484,2025-07-16T00:00:00,Carol
16108,CONFIRMED,913,2025-11-26T00:00:00,Frank
16109,SHIPPED,4650,2025-02-18T00:00:00,Henry
16110,DRAFT,5698,2025-07-15T00:00:00,Henry
16111,CONFIRMED,2362,2025-11-14T00:00:00,Dave
16112,SHIPPED,6751,2025-10-21T00:00:00,Alice
16113,CONFIRMED,160,2025-07-14T00:00:00,Eve
16114,SHIPPED,8078,2025-03-14T00:00:00,Dave
16115,CONFIRMED,8602,2025-04-07T00:00:00,Iris
16116,SHIPPED,9443,2025-12-08T00:00:00,Frank
16117,DRAFT,5979,2025-11-22T00:00:00,Carol
16118,DRAFT,7622,2025-09-05T00:00:00,Alice
16119,DRAFT,8547,2025-04-11T00:00:00,Alice
16120,SHIPPED,7328,2025-07-20T00:00:00,Carol
16121,CONFIRMED,4084,2025-03-29T00:00:00,Frank
16122,CONFIRMED,8958,2025-03-22T00:00:00,Henry
16123,SHIPPED,5039,2025-04-21T00:00:00,Iris
16124,CONFIRMED,6476,2025-03-24T00:00:00,Carol
16125,CONFIRMED,6983,2025-04-17T00:00:00,Eve
16126,CONFIRMED,7472,2025-05-01T00:00:00,Carol
16127,SHIPPED,3809,2025-01-02T00:00:00,Bob
16128,CONFIRMED,6741,2025-05-12T00:00:00,Grace
16129,CONFIRMED,499,2025-05-08T00:00:00,Iris
16130,DRAFT,9876,2025-06-17T00:00:00,Eve
16131,SHIPPED,1404,2025-10-05T00:00:00,Frank
16132,SHIPPED,1020,2025-04-19T00:00:00,Jack
16133,CONFIRMED,724,2025-03-03T00:00:00,Alice
16134,CONFIRMED,4440,2025-04-21T00:00:00,Dave
16135,DRAFT,718,2025-10-26T00:00:00,Iris
16136,DRAFT,9527,2025-10-28T00:00:00,Dave
16137,SHIPPED,682,2025-12-06T00:00:00,Jack
16138,SHIPPED,333,2025-01-29T00:00:00,Iris
16139,CANCELLED,6632,2025-09-15T00:00:00,Eve
16140,SHIPPED,6437,2025-07-11T00:00:00,Frank
16141,CONFIRMED,4977,2025-03-21T00:00:00,Carol
16142,CONFIRMED,7618,2025-08-14T00:00:00,Grace
16143,CONFIRMED,7670,2025-06-21T00:00:00,Frank
16144,SHIPPED,4814,2025-06-09T00:00:00,Carol
16145,CONFIRMED,8107,2025-09-10T00:00:00,Frank
16146,DRAFT,9889,2025-04-18T00:00:00,Carol
16147,SHIPPED,2147,2025-12-29T00:00:00,Grace
16148,SHIPPED,5124,2025-11-09T00:00:00,Eve
16149,CONFIRMED,3074,2025-03-30T00:00:00,Bob
16150,CONFIRMED,960,2025-11-10T00:00:00,Frank
16151,CONFIRMED,8352,2025-02-22T00:00:00,Eve
16152,SHIPPED,7384,2025-02-08T00:00:00,Eve
16153,CONFIRMED,366,2025-12-25T00:00:00,Dave
16154,SHIPPED,7489,2025-09-13T00:00:00,Henry
16155,SHIPPED,1979,2025-04-01T00:00:00,Eve
16156,DRAFT,9669,2025-05-06T00:00:00,Iris
16157,CONFIRMED,3502,2025-07-12T00:00:00,Carol
16158,SHIPPED,1123,2025-09-09T00:00:00,Frank
16159,SHIPPED,3353,2025-04-22T00:00:00,Henry
16160,CONFIRMED,4885,2025-09-05T00:00:00,Henry
16161,SHIPPED,3576,2025-02-01T00:00:00,Grace
16162,CONFIRMED,8796,2025-07-02T00:00:00,Iris
16163,CONFIRMED,7073,2025-07-02T00:00:00,Eve
16164,CANCELLED,6373,2025-11-15T00:00:00,Jack
16165,CANCELLED,5667,2025-12-13T00:00:00,Iris
16166,CONFIRMED,3599,2025-11-22T00:00:00,Alice
16167,SHIPPED,8064,2025-09-19T00:00:00,Frank
16168,CANCELLED,1695,2025-05-18T00:00:00,Eve
16169,SHIPPED,2088,2025-10-18T00:00:00,Iris
16170,SHIPPED,3277,2025-07-29T00:00:00,Iris
16171,CONFIRMED,1885,2025-11-16T00:00:00,Alice
16172,CONFIRMED,396,2025-06-12T00:00:00,Grace
16173,DRAFT,5697,2025-06-30T00:00:00,Frank
16174,SHIPPED,720,2025-09-10T00:00:00,Eve
16175,SHIPPED,8939,2025-03-04T00:00:00,Iris
16176,CONFIRMED,9935,2025-07-15T00:00:00,Bob
16177,DRAFT,9099,2025-09-28T00:00:00,Jack
16178,DRAFT,8005,2025-02-06T00:00:00,Iris
16179,CONFIRMED,2075,2025-10-31T00:00:00,Henry
16180,CANCELLED,1307,2025-04-06T00:00:00,Grace
16181,CONFIRMED,1924,2025-07-02T00:00:00,Grace
16182,CONFIRMED,4283,2025-04-06T00:00:00,Alice
16183,CONFIRMED,6142,2025-11-24T00:00:00,Bob
16184,SHIPPED,6625,2025-11-16T00:00:00,Henry
16185,CONFIRMED,182,2025-06-25T00:00:00,Eve
16186,CONFIRMED,2503,2025-07-27T00:00:00,Iris
16187,SHIPPED,1110,2025-11-06T00:00:00,Eve
16188,SHIPPED,1379,2025-10-25T00:00:00,Alice
16189,SHIPPED,4061,2025-03-30T00:00:00,Henry
16190,SHIPPED,537,2025-12-23T00:00:00,Henry
16191,SHIPPED,2074,2025-06-24T00:00:00,Henry
16192,CONFIRMED,2305,2025-03-03T00:00:00,Carol
16193,CONFIRMED,595,2025-04-14T00:00:00,Eve
16194,CONFIRMED,9245,2025-11-22T00:00:00,Alice
16195,CONFIRMED,4126,2025-04-15T00:00:00,Bob
16196,CONFIRMED,1298,2025-01-30T00:00:00,Eve
16197,SHIPPED,6483,2025-04-18T00:00:00,Bob
16198,SHIPPED,8611,2025-12-21T00:00:00,Grace
16199,SHIPPED,7462,2025-01-09T00:00:00,Bob
16200,CONFIRMED,8119,2025-10-01T00:00:00,Dave
16201,CONFIRMED,5244,2025-06-04T00:00:00,Eve
16202,CONFIRMED,3115,2025-02-25T00:00:00,Iris
16203,CONFIRMED,1568,2025-03-18T00:00:00,Frank
16204,CONFIRMED,7272,2025-01-02T00:00:00,Jack
16205,CONFIRMED,3173,2025-05-12T00:00:00,Bob
16206,CONFIRMED,360,2025-06-25T00:00:00,Eve
16207,SHIPPED,7375,2025-07-30T00:00:00,Eve
16208,SHIPPED,7920,2025-02-26T00:00:00,Iris
16209,SHIPPED,6311,2025-12-21T00:00:00,Carol
16210,SHIPPED,4433,2025-04-09T00:00:00,Grace
16211,CONFIRMED,1822,2025-04-08T00:00:00,Bob
16212,CONFIRMED,5466,2025-04-30T00:00:00,Jack
16213,CONFIRMED,146,2025-08-28T00:00:00,Carol
16214,SHIPPED,7229,2025-09-30T00:00:00,Eve
16215,SHIPPED,5690,2025-12-08T00:00:00,Iris
16216,CONFIRMED,8786,2025-06-04T00:00:00,Alice
16217,CONFIRMED,2657,2025-08-16T00:00:00,Henry
16218,CANCELLED,104,2025-03-08T00:00:00,Bob
16219,CONFIRMED,900,2025-08-05T00:00:00,Grace
16220,SHIPPED,2082,2025-06-21T00:00:00,Carol
16221,CONFIRMED,3154,2025-05-26T00:00:00,Eve
16222,CANCELLED,5758,2025-03-04T00:00:00,Jack
16223,DRAFT,7219,2025-09-08T00:00:00,Eve
16224,SHIPPED,1080,2025-01-04T00:00:00,Iris
16225,CONFIRMED,6823,2025-04-17T00:00:00,Eve
16226,CONFIRMED,8037,2025-02-22T00:00:00,Alice
16227,SHIPPED,8510,2025-05-12T00:00:00,Carol
16228,CONFIRMED,5676,2025-05-19T00:00:00,Carol
16229,SHIPPED,7549,2025-05-03T00:00:00,Frank
16230,CONFIRMED,4238,2025-10-17T00:00:00,Henry
16231,CONFIRMED,5113,2025-09-25T00:00:00,Grace
16232,CONFIRMED,8360,2025-11-30T00:00:00,Dave
16233,CONFIRMED,5457,2025-04-24T00:00:00,Frank
16234,DRAFT,2991,2025-08-18T00:00:00,Henry
16235,CONFIRMED,6490,2025-11-24T00:00:00,Jack
16236,DRAFT,3779,2025-09-23T00:00:00,Eve
16237,CONFIRMED,1823,2025-04-23T00:00:00,Henry
16238,SHIPPED,5572,2025-09-28T00:00:00,Henry
16239,SHIPPED,8055,2025-06-21T00:00:00,Carol
16240,CONFIRMED,1361,2025-12-16T00:00:00,Carol
16241,CANCELLED,749,2025-01-18T00:00:00,Eve
16242,DRAFT,2472,2025-04-20T00:00:00,Eve
16243,CONFIRMED,783,2025-04-07T00:00:00,Dave
16244,SHIPPED,8939,2025-09-03T00:00:00,Dave
16245,CONFIRMED,6120,2025-04-18T00:00:00,Frank
16246,SHIPPED,900,2025-03-06T00:00:00,Bob
16247,CONFIRMED,6749,2025-05-03T00:00:00,Iris
16248,CONFIRMED,6196,2025-08-01T00:00:00,Jack
16249,CONFIRMED,3102,2025-07-28T00:00:00,Frank
16250,CONFIRMED,4993,2025-11-12T00:00:00,Bob
16251,SHIPPED,7868,2025-10-05T00:00:00,Frank
16252,SHIPPED,1881,2025-04-23T00:00:00,Eve
16253,CONFIRMED,5174,2025-06-14T00:00:00,Dave
16254,SHIPPED,9782,2025-07-19T00:00:00,Henry
16255,CONFIRMED,8064,2025-06-11T00:00:00,Jack
16256,CONFIRMED,2568,2025-10-05T00:00:00,Dave
16257,DRAFT,8916,2025-09-26T00:00:00,Grace
16258,CONFIRMED,6871,2025-07-24T00:00:00,Dave
16259,CONFIRMED,4915,2025-04-05T00:00:00,Iris
16260,SHIPPED,9893,2025-02-11T00:00:00,Bob
16261,CONFIRMED,1851,2025-07-14T00:00:00,Iris
16262,CONFIRMED,9932,2025-08-26T00:00:00,Henry
16263,DRAFT,5846,2025-12-13T00:00:00,Eve
16264,SHIPPED,1874,2025-02-06T00:00:00,Eve
16265,SHIPPED,7032,2025-07-10T00:00:00,Eve
16266,CANCELLED,6510,2025-06-30T00:00:00,Bob
16267,CANCELLED,6957,2025-09-05T00:00:00,Eve
16268,CANCELLED,297,2025-08-23T00:00:00,Frank
16269,SHIPPED,5718,2025-02-21T00:00:00,Dave
16270,CONFIRMED,4281,2025-07-07T00:00:00,Grace
16271,CONFIRMED,9271,2025-04-21T00:00:00,Dave
16272,CONFIRMED,9850,2025-06-16T00:00:00,Grace
16273,SHIPPED,1789,2025-06-21T00:00:00,Iris
16274,CONFIRMED,3510,2025-01-27T00:00:00,Jack
16275,SHIPPED,4914,2025-09-07T00:00:00,Grace
16276,DRAFT,9309,2025-08-07T00:00:00,Henry
16277,CONFIRMED,5974,2025-12-10T00:00:00,Grace
16278,DRAFT,4485,2025-10-17T00:00:00,Iris
16279,SHIPPED,3780,2025-06-02T00:00:00,Eve
16280,DRAFT,6266,2025-09-06T00:00:00,Jack
16281,SHIPPED,9536,2025-04-15T00:00:00,Iris
16282,CONFIRMED,6098,2025-12-11T00:00:00,Carol
16283,SHIPPED,1663,2025-05-27T00:00:00,Jack
16284,CONFIRMED,7766,2025-04-20T00:00:00,Frank
16285,SHIPPED,2624,2025-11-10T00:00:00,Alice
16286,CONFIRMED,3691,2025-02-13T00:00:00,Bob
16287,SHIPPED,8442,2025-08-04T00:00:00,Henry
16288,SHIPPED,4328,2025-08-18T00:00:00,Iris
16289,CANCELLED,8623,2025-08-19T00:00:00,Dave
16290,CONFIRMED,7505,2025-02-02T00:00:00,Iris
16291,DRAFT,1601,2025-07-26T00:00:00,Jack
16292,CONFIRMED,1888,2025-12-06T00:00:00,Iris
16293,CANCELLED,6463,2025-11-05T00:00:00,Henry
16294,CANCELLED,1355,2025-09-16T00:00:00,Henry
16295,SHIPPED,1876,2025-06-25T00:00:00,Dave
16296,SHIPPED,9121,2025-12-11T00:00:00,Henry
16297,CONFIRMED,353,2025-06-29T00:00:00,Eve
16298,DRAFT,1068,2025-10-26T00:00:00,Jack
16299,CONFIRMED,9866,2025-10-01T00:00:00,Frank
16300,SHIPPED,1998,2025-03-04T00:00:00,Henry
16301,CONFIRMED,6407,2025-02-10T00:00:00,Eve
16302,CONFIRMED,7282,2025-06-08T00:00:00,Alice
16303,CONFIRMED,1351,2025-03-27T00:00:00,Carol
16304,CONFIRMED,5401,2025-09-14T00:00:00,Jack
16305,SHIPPED,3592,2025-11-29T00:00:00,Henry
16306,DRAFT,1898,2025-01-26T00:00:00,Dave
16307,CONFIRMED,4533,2025-04-25T00:00:00,Bob
16308,CONFIRMED,1920,2025-01-19T00:00:00,Alice
16309,CONFIRMED,9551,2025-04-02T00:00:00,Eve
16310,CONFIRMED,1984,2025-03-19T00:00:00,Iris
16311,SHIPPED,4262,2025-12-08T00:00:00,Jack
16312,CONFIRMED,7506,2025-04-02T00:00:00,Grace
16313,SHIPPED,3745,2025-02-21T00:00:00,Frank
16314,DRAFT,1178,2025-01-05T00:00:00,Iris
16315,CONFIRMED,7257,2025-01-28T00:00:00,Eve
16316,CANCELLED,2128,2025-10-24T00:00:00,Frank
16317,SHIPPED,7365,2025-11-03T00:00:00,Alice
16318,CANCELLED,5288,2025-05-23T00:00:00,Alice
16319,SHIPPED,6356,2025-05-19T00:00:00,Carol
16320,SHIPPED,8664,2025-03-23T00:00:00,Dave
16321,SHIPPED,9324,2025-09-14T00:00:00,Eve
16322,SHIPPED,8246,2025-09-06T00:00:00,Grace
16323,CANCELLED,1299,2025-10-03T00:00:00,Grace
16324,CONFIRMED,8503,2025-12-22T00:00:00,Eve
16325,DRAFT,2889,2025-02-11T00:00:00,Carol
16326,CONFIRMED,9340,2025-07-14T00:00:00,Alice
16327,CONFIRMED,3356,2025-09-13T00:00:00,Alice
16328,SHIPPED,2405,2025-08-26T00:00:00,Carol
16329,CONFIRMED,2291,2025-07-20T00:00:00,Eve
16330,SHIPPED,3446,2025-07-15T00:00:00,Bob
16331,CONFIRMED,8501,2025-10-01T00:00:00,Henry
16332,DRAFT,5258,2025-08-29T00:00:00,Bob
16333,SHIPPED,7095,2025-03-24T00:00:00,Jack
16334,CONFIRMED,8160,2025-07-11T00:00:00,Eve
16335,CONFIRMED,742,2025-01-27T00:00:00,Jack
16336,CONFIRMED,6757,2025-03-02T00:00:00,Eve
16337,CONFIRMED,4590,2025-09-21T00:00:00,Dave
16338,CANCELLED,8407,2025-11-19T00:00:00,Frank
16339,CONFIRMED,733,2025-03-04T00:00:00,Grace
16340,SHIPPED,8252,2025-06-23T00:00:00,Iris
16341,CANCELLED,6787,2025-08-21T00:00:00,Henry
16342,CONFIRMED,5464,2025-04-29T00:00:00,Carol
16343,CONFIRMED,7391,2025-06-22T00:00:00,Dave
16344,SHIPPED,685,2025-04-27T00:00:00,Grace
16345,CANCELLED,9359,2025-10-16T00:00:00,Dave
16346,CONFIRMED,363,2025-05-07T00:00:00,Iris
16347,CANCELLED,6515,2025-02-27T00:00:00,Frank
16348,SHIPPED,4685,2025-03-09T00:00:00,Dave
16349,SHIPPED,8776,2025-04-13T00:00:00,Henry
16350,SHIPPED,150,2025-12-12T00:00:00,Dave
16351,CONFIRMED,7666,2025-02-07T00:00:00,Iris
16352,CONFIRMED,8827,2025-10-06T00:00:00,Alice
16353,CONFIRMED,6616,2025-03-01T00:00:00,Carol
16354,DRAFT,6789,2025-06-22T00:00:00,Eve
16355,CONFIRMED,5212,2025-08-11T00:00:00,Grace
16356,CONFIRMED,6325,2025-04-18T00:00:00,Grace
16357,CONFIRMED,9052,2025-12-08T00:00:00,Bob
16358,CONFIRMED,2352,2025-12-04T00:00:00,Carol
16359,SHIPPED,3463,2025-01-30T00:00:00,Eve
16360,CANCELLED,3009,2025-02-19T00:00:00,Alice
16361,CONFIRMED,9749,2025-10-20T00:00:00,Iris
16362,SHIPPED,512,2025-06-04T00:00:00,Iris
16363,CONFIRMED,3531,2025-09-13T00:00:00,Alice
16364,CANCELLED,1525,2025-03-31T00:00:00,Dave
16365,CONFIRMED,7339,2025-12-26T00:00:00,Jack
16366,SHIPPED,3577,2025-09-11T00:00:00,Henry
16367,SHIPPED,5695,2025-11-02T00:00:00,Alice
16368,DRAFT,9846,2025-03-08T00:00:00,Jack
16369,SHIPPED,2136,2025-11-13T00:00:00,Carol
16370,SHIPPED,1122,2025-04-30T00:00:00,Dave
16371,CONFIRMED,4692,2025-06-14T00:00:00,Henry
16372,SHIPPED,125,2025-12-05T00:00:00,Iris
16373,SHIPPED,818,2025-08-30T00:00:00,Eve
16374,SHIPPED,1292,2025-02-11T00:00:00,Dave
16375,SHIPPED,8833,2025-03-10T00:00:00,Dave
16376,SHIPPED,6751,2025-10-24T00:00:00,Grace
16377,SHIPPED,3934,2025-10-07T00:00:00,Carol
16378,SHIPPED,9200,2025-04-25T00:00:00,Bob
16379,CONFIRMED,237,2025-12-19T00:00:00,Alice
16380,SHIPPED,3583,2025-05-08T00:00:00,Iris
16381,CONFIRMED,3863,2025-08-11T00:00:00,Henry
16382,SHIPPED,3265,2025-12-26T00:00:00,Grace
16383,DRAFT,1033,2025-05-26T00:00:00,Henry
16384,SHIPPED,1264,2025-11-07T00:00:00,Eve
16385,SHIPPED,6901,2025-02-14T00:00:00,Frank
16386,CONFIRMED,8285,2025-02-26T00:00:00,Bob
16387,DRAFT,9996,2025-11-05T00:00:00,Eve
16388,SHIPPED,2486,2025-10-24T00:00:00,Carol
16389,CONFIRMED,3875,2025-02-02T00:00:00,Jack
16390,CONFIRMED,8277,2025-10-24T00:00:00,Frank
16391,SHIPPED,8572,2025-10-25T00:00:00,Dave
16392,SHIPPED,2421,2025-01-22T00:00:00,Bob
16393,CANCELLED,645,2025-12-15T00:00:00,Iris
16394,CONFIRMED,8494,2025-12-19T00:00:00,Bob
16395,CANCELLED,7887,2025-03-23T00:00:00,Dave
16396,CONFIRMED,2331,2025-12-01T00:00:00,Henry
16397,CONFIRMED,7215,2025-09-23T00:00:00,Dave
16398,SHIPPED,1495,2025-11-16T00:00:00,Eve
16399,CONFIRMED,106,2025-09-18T00:00:00,Iris
16400,CONFIRMED,4424,2025-05-09T00:00:00,Carol
16401,CONFIRMED,7968,2025-05-30T00:00:00,Carol
16402,CONFIRMED,4926,2025-02-17T00:00:00,Henry
